PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
2309,1,1,"Wilson, Mrs. Helen",female,29.1,3,0,289245,63.38,,S
2310,0,2,"Smith, Mr. Joseph",male,19.4,3,0,207895,10.27,D136,Q
2311,1,3,"Kelly, Mrs. Mary",female,24.6,1,1,278275,6.08,,S
2312,0,3,"Murphy, Mr. Albert",male,34.6,1,0,160063,19.12,,C
2313,0,3,"Moore, Mr. Edward",male,38.4,0,3,164090,4.3,,S
2314,1,3,"Clark, Mr. Arthur",male,27.4,1,4,289206,6.38,,C
2315,1,3,"Carlsson, Mr. Frank",male,2.2,0,0,285889,2.67,,S
2316,1,1,"Clark, Mrs. Nellie",female,15.5,0,0,321898,67.22,,S
2317,0,2,"Jones, Mr. George",male,,0,0,393778,7.37,,C
2318,1,2,"Nilsson, Mrs. Florence",female,0.4,0,0,289718,15.37,,C
2319,1,2,"Davis, Mr. John",male,45.6,1,0,328139,15.78,,Q
2320,0,2,"Jones, Mrs. Helen",female,36.3,0,0,363602,16.52,,C
2321,0,3,"Nilsson, Mr. Albert",male,47.4,0,0,117513,7.42,,S
2322,0,3,"Brown, Mr. Frank",male,26.2,0,0,275287,19.02,,S
2323,0,3,"Moore, Mr. George",male,0.4,0,0,114832,8.92,,S
2324,1,2,"Peterson, Mrs. Margaret",female,35.0,1,0,219670,9.72,,S
2325,0,3,"Brown, Mr. Harry",male,46.8,1,0,269352,2.95,,C
2326,0,3,"Johnson, Mr. Frank",male,41.9,0,3,216749,21.21,,S
2327,0,3,"Andersson, Mr. Walter",male,19.7,0,0,233877,7.16,,Q
2328,1,1,"Taylor, Mrs. Elizabeth",female,30.2,0,0,331201,110.67,D2,S
2329,1,3,"Larsson, Mr. Thomas",male,,2,1,311615,8.58,,S
2330,1,1,"Moore, Mr. Albert",male,,0,0,140470,223.97,,S
2331,0,2,"Larsson, Mr. Henry",male,42.4,0,2,348187,53.4,,S
2332,1,1,"Peterson, Mrs. Margaret",female,12.2,1,0,279938,87.8,,C
2333,0,3,"Peterson, Mrs. Elizabeth",female,16.5,0,1,185914,14.45,,Q
2334,0,3,"Kelly, Mr. Harry",male,13.5,1,0,323444,13.36,,S
2335,1,1,"Sullivan, Mr. Robert",male,8.1,0,2,293468,54.23,,C
2336,1,2,"Wilson, Mr. James",male,31.0,1,0,173395,30.0,F39,S
2337,0,3,"Davis, Mr. Edward",male,45.3,0,2,236348,11.14,,Q
2338,0,2,"Brown, Mr. Edward",male,26.4,0,2,151572,6.55,E25,S
2339,1,1,"Davis, Mrs. Rose",female,7.9,0,0,237444,57.84,,S
2340,0,2,"Williams, Mr. Albert",male,40.8,1,3,109319,6.81,,S
2341,1,3,"Johnson, Mrs. Alice",female,52.6,3,0,154433,4.25,,S
2342,0,1,"Miller, Mr. James",male,20.0,0,0,380949,37.0,,S
2343,0,1,"Brown, Mrs. Ada",female,22.3,1,0,261010,199.48,,S
2344,0,2,"Jones, Mr. Arthur",male,36.2,1,4,147054,23.39,,S
2345,0,3,"Carlsson, Mr. Walter",male,51.7,3,0,198383,9.46,,S
2346,0,3,"Peterson, Mr. James",male,,1,0,274387,8.78,,C
2347,1,3,"Davis, Mr. Harry",male,10.3,0,0,357690,12.1,,C
2348,1,2,"Smith, Mr. Harry",male,37.8,1,2,343634,10.79,,C
2349,1,3,"Davis, Mrs. Emma",female,40.2,0,1,214371,16.28,,S
2350,1,1,"Andersson, Mrs. Bertha",female,29.1,0,0,317505,78.36,,S
2351,0,3,"Williams, Mr. George",male,21.2,0,0,219242,15.11,,S
2352,0,3,"Johnson, Mr. William",male,,2,0,247301,8.98,,S
2353,1,3,"Nilsson, Mr. Albert",male,36.4,2,0,366944,41.54,,S
2354,0,3,"Smith, Mr. Robert",male,18.2,1,0,376735,4.51,,S
2355,0,3,"Carlsson, Mr. Harry",male,29.7,4,0,229913,16.48,,S
2356,1,1,"Taylor, Mrs. Ethel",female,10.1,1,1,202353,46.43,,S
2357,0,3,"O'Brien, Mrs. Anna",female,38.6,0,0,195609,12.71,,S
2358,1,1,"Brown, Mrs. Rose",female,25.3,0,0,189356,85.5,,Q
2359,0,3,"Brown, Mr. William",male,22.9,0,0,114990,35.69,,Q
2360,1,1,"Wilson, Mrs. Elizabeth",female,28.5,0,0,241964,86.6,,S
2361,1,1,"Williams, Mrs. Bertha",female,,0,0,371947,57.01,,S
2362,0,2,"Moore, Mr. Joseph",male,,0,0,262681,10.33,F107,Q
2363,0,2,"Miller, Mr. Robert",male,37.3,1,2,302261,72.75,,Q
2364,1,3,"Williams, Mrs. Nellie",female,26.8,2,0,208138,17.57,,C
2365,0,3,"Brown, Mr. George",male,39.7,0,0,390895,19.53,,S
2366,0,1,"Brown, Mr. Albert",male,34.6,2,1,376717,11.26,A22,S
2367,0,1,"Sullivan, Mr. John",male,23.0,0,0,333130,44.96,,S
2368,0,3,"Jones, Mr. Frank",male,27.3,2,1,294624,16.49,,Q
2369,1,2,"Jones, Mr. Joseph",male,26.9,0,2,272810,4.65,,C
2370,0,3,"Nilsson, Mrs. Florence",female,36.1,0,1,155933,12.32,,S
2371,1,3,"Kelly, Mrs. Margaret",female,23.9,2,0,243080,27.44,,S
2372,0,3,"Miller, Mr. Robert",male,23.5,0,1,119285,5.31,,S
2373,0,3,"Jones, Mr. James",male,56.6,0,0,365249,6.39,,C
2374,0,2,"Moore, Mr. George",male,42.2,0,0,298633,35.17,,C
2375,1,3,"Carlsson, Mr. Robert",male,18.4,0,0,154073,7.36,,S
2376,0,2,"Murphy, Mr. Joseph",male,37.0,8,0,119210,8.76,,S
2377,0,2,"Johnson, Mr. Harry",male,30.7,0,0,107012,44.33,,S
2378,0,3,"Jones, Mr. Frank",male,34.5,2,0,391015,11.13,,C
2379,0,2,"Peterson, Mr. Frank",male,30.9,0,0,345513,7.86,,C
2380,0,3,"Kelly, Mr. William",male,45.7,0,1,398853,24.52,,S
2381,0,3,"Johnson, Mr. Walter",male,33.8,0,2,158830,4.47,,S
2382,1,3,"Carlsson, Mr. Frank",male,28.1,1,0,377951,11.77,,S
2383,0,3,"Miller, Mrs. Emma",female,43.6,0,1,394051,13.54,,S
2384,1,2,"Clark, Mr. Joseph",male,32.3,0,0,284349,10.4,,S
2385,0,2,"Kelly, Mrs. Elizabeth",female,30.7,0,2,374359,28.14,,S
2386,0,3,"Davis, Mr. John",male,,0,0,382620,5.71,,C
2387,0,2,"Williams, Mr. Henry",male,27.7,1,0,318206,29.47,,C
2388,1,3,"Davis, Mrs. Clara",female,,0,0,202340,10.07,,S
2389,0,3,"Andersson, Mr. Frank",male,20.8,0,0,182322,4.97,,S
2390,0,3,"Smith, Mr. Harry",male,18.5,0,0,145644,11.99,,S
2391,0,2,"Larsson, Mr. Robert",male,15.0,0,0,171929,21.95,F82,C
2392,1,1,"Larsson, Mr. James",male,9.5,0,0,316984,11.18,,C
2393,1,2,"Davis, Mrs. Florence",female,16.7,0,0,165418,41.35,,S
2394,0,1,"O'Brien, Mr. James",male,26.6,0,0,153318,65.92,,S
2395,0,3,"Andersson, Mr. Harry",male,30.4,0,4,150425,8.2,,S
2396,0,2,"Smith, Mr. Harry",male,25.2,0,0,330593,20.89,,S
2397,0,1,"Miller, Mr. Edward",male,0.4,2,0,379842,71.41,C127,S
2398,1,1,"Moore, Mrs. Elizabeth",female,51.0,1,0,329314,47.44,,S
2399,0,3,"Moore, Mrs. Nellie",female,44.2,0,1,285901,14.22,,S
2400,0,3,"Nilsson, Mr. Harry",male,35.2,0,0,241501,19.71,,S
2401,1,2,"Williams, Mr. Harry",male,55.7,1,1,355739,12.94,,C
2402,1,1,"Brown, Mrs. Rose",female,15.3,1,0,318143,4.71,,S
2403,1,2,"Nilsson, Mr. William",male,,0,0,116784,26.84,,Q
2404,0,2,"Taylor, Mr. Henry",male,15.5,1,0,318610,15.91,,S
2405,0,3,"Sullivan, Mr. William",male,32.3,1,0,207314,5.03,,S
2406,0,3,"Smith, Mr. Harry",male,,0,0,252928,15.0,,S
2407,1,2,"O'Brien, Mrs. Ada",female,29.2,0,0,154456,7.51,,S
2408,1,2,"Nilsson, Mrs. Florence",female,34.4,1,0,284831,26.23,,S
2409,0,3,"Clark, Mr. George",male,26.8,0,0,360938,4.33,,S
2410,0,3,"Johnson, Mr. William",male,39.0,1,0,330358,7.36,,S
2411,0,3,"Clark, Mr. Albert",male,30.4,1,0,172326,2.36,,C
2412,0,1,"Sullivan, Mr. John",male,21.7,1,0,368679,43.66,,S
2413,0,3,"Wilson, Mr. Arthur",male,21.1,0,0,327054,8.21,,S
2414,1,1,"Brown, Mrs. Margaret",female,,0,0,379097,65.58,D5,Q
2415,0,3,"Brown, Mr. Joseph",male,19.8,0,1,173455,8.89,,C
2416,0,3,"Miller, Mr. Thomas",male,41.8,1,0,318138,4.48,,S
2417,1,2,"Kelly, Mr. Harry",male,46.1,2,0,274435,15.57,E41,S
2418,0,1,"Peterson, Mr. Walter",male,5.6,0,3,332867,44.57,,S
2419,0,1,"Smith, Mr. George",male,44.9,0,0,286386,74.98,,S
2420,0,2,"Moore, Mrs. Clara",female,57.8,2,0,366364,8.46,,S
2421,1,1,"Carlsson, Mr. Robert",male,,5,0,197370,42.26,,S
2422,1,1,"Taylor, Mrs. Emma",female,37.4,0,0,352239,87.39,,C
2423,0,3,"Brown, Mr. William",male,43.5,0,0,121015,9.2,,S
2424,0,3,"Andersson, Mr. Walter",male,25.1,1,0,272642,2.78,,S
2425,0,2,"Andersson, Mr. James",male,31.6,1,0,240529,43.18,,S
2426,0,3,"O'Brien, Mr. John",male,10.6,3,0,232258,18.64,,S
2427,0,1,"Wilson, Mr. Edward",male,30.9,0,0,151347,111.6,,S
2428,0,3,"Smith, Mr. James",male,36.0,0,1,175043,2.32,,S
2429,1,2,"Clark, Mrs. Nellie",female,36.2,1,0,169578,2.15,,S
2430,1,3,"Peterson, Mrs. Elizabeth",female,43.9,2,0,278545,21.23,,Q
2431,0,3,"Andersson, Mr. Walter",male,18.2,2,1,296952,4.44,,S
2432,0,3,"Murphy, Mr. Frank",male,21.5,4,0,150545,12.49,,S
2433,0,3,"Williams, Mr. James",male,55.5,0,0,371552,7.1,,Q
2434,0,2,"Smith, Mr. James",male,26.9,1,0,353907,2.38,D73,Q
2435,0,3,"Johnson, Mr. Charles",male,31.8,0,0,156312,6.11,,S
2436,0,2,"Sullivan, Mrs. Ada",female,28.1,0,0,216478,21.12,,Q
2437,0,2,"Murphy, Mr. Frank",male,17.5,0,0,383362,14.37,E11,S
2438,0,2,"Williams, Mr. James",male,,1,0,339766,48.8,,S
2439,0,3,"Smith, Mr. John",male,,5,0,201670,17.17,,S
2440,0,1,"Jones, Mr. Albert",male,,0,0,309957,90.82,,S
2441,0,3,"Miller, Mr. Albert",male,22.7,0,0,177227,12.45,,S
2442,1,3,"Davis, Mr. Thomas",male,1.0,1,0,112508,5.0,,S
2443,0,3,"Sullivan, Mr. Walter",male,19.9,0,0,326472,5.13,,C
2444,0,3,"Williams, Mr. Frank",male,15.4,3,0,144457,10.88,,S
2445,1,2,"Kelly, Mr. Arthur",male,37.6,0,0,114921,9.2,,S
2446,1,2,"Wilson, Mrs. Nellie",female,,0,0,353390,43.36,,S
2447,0,2,"Clark, Mr. Henry",male,41.4,0,0,336524,25.41,E69,Q
2448,0,1,"O'Brien, Mr. James",male,48.6,0,2,121992,140.96,C105,C
2449,1,1,"Williams, Mrs. Margaret",female,39.9,0,0,256053,4.99,,S
2450,1,2,"Peterson, Mr. Walter",male,26.0,0,0,260958,21.85,E119,C
2451,1,2,"Murphy, Mr. Harry",male,31.0,0,0,123377,4.11,,C
2452,0,3,"Jones, Mr. Harry",male,7.7,0,1,292695,25.75,,Q
2453,0,3,"Nilsson, Mr. Walter",male,,3,0,316598,16.19,,S
2454,1,2,"Taylor, Mr. Henry",male,17.0,0,0,130888,26.63,,S
2455,1,3,"Brown, Mrs. Ethel",female,38.7,0,1,135849,18.4,,S
2456,1,1,"Moore, Mrs. Emma",female,65.0,2,1,235479,41.67,E99,Q
2457,0,2,"Wilson, Mr. James",male,36.0,0,0,288310,52.39,D57,Q
2458,1,3,"Williams, Mr. Henry",male,1.1,0,1,180626,16.87,,C
2459,0,3,"Murphy, Mr. Albert",male,23.9,1,1,373856,12.64,,S
2460,0,2,"Johnson, Mr. Harry",male,30.7,1,0,328855,11.12,D149,S
2461,0,3,"O'Brien, Mr. Henry",male,30.2,2,1,172732,10.11,,S
2462,0,3,"Sullivan, Mr. Frank",male,18.8,0,3,291917,24.92,,S
2463,1,3,"Carlsson, Mrs. Bertha",female,32.4,2,0,274788,8.74,,S
2464,0,3,"Peterson, Mr. Arthur",male,11.6,0,0,367292,6.58,,S
2465,0,3,"Jones, Mr. Robert",male,15.8,0,0,332051,15.56,,Q
2466,0,2,"Nilsson, Mr. Frank",male,38.0,2,0,322227,16.09,,S
2467,1,2,"Moore, Mrs. Margaret",female,14.8,0,0,183672,10.06,,Q
2468,1,1,"Andersson, Mrs. Clara",female,,2,0,342368,133.3,,C
2469,0,3,"Moore, Mr. Frank",male,9.8,0,0,396235,4.65,,S
2470,0,3,"Carlsson, Mr. Walter",male,53.7,0,0,367023,8.95,,S
2471,1,2,"Sullivan, Mrs. Alice",female,18.2,3,1,346852,8.0,,Q
2472,0,3,"Andersson, Mr. Robert",male,25.9,0,0,227409,34.5,,C
2473,0,3,"Williams, Mrs. Nellie",female,33.6,3,2,360081,16.59,,S
2474,0,3,"Andersson, Mr. Thomas",male,,3,0,208658,13.91,,S
2475,0,3,"Taylor, Mr. Robert",male,31.0,2,1,385324,5.56,,S
2476,0,3,"Smith, Mr. William",male,,0,1,167968,34.5,,S
2477,1,1,"Davis, Mrs. Rose",female,42.4,0,0,123059,18.11,C89,S
2478,0,3,"Clark, Mr. Henry",male,40.1,2,0,276412,8.85,,C
2479,1,1,"Davis, Mrs. Helen",female,26.6,1,0,132732,60.6,,S
2480,0,3,"Miller, Mr. Frank",male,,0,1,216084,3.02,,S
2481,0,2,"Brown, Mr. Robert",male,,4,1,389233,17.48,,Q
2482,0,3,"Clark, Mr. Robert",male,42.3,1,0,298072,6.33,,S
2483,0,3,"Moore, Mr. Arthur",male,16.1,4,0,353876,27.59,,Q
2484,1,1,"Brown, Mr. John",male,30.4,0,0,147685,22.5,,S
2485,0,3,"Miller, Mr. Joseph",male,24.3,0,0,123101,17.77,,S
2486,1,3,"Larsson, Mrs. Mary",female,27.1,0,6,360249,11.85,,S
2487,1,3,"O'Brien, Mr. Thomas",male,11.8,0,0,353638,20.9,,S
2488,1,3,"Sullivan, Mrs. Margaret",female,23.2,1,2,185753,9.6,,Q
2489,0,3,"Johnson, Mr. James",male,54.4,0,1,268132,5.13,,Q
2490,1,2,"Murphy, Mrs. Margaret",female,37.1,4,3,161598,45.59,,C
2491,1,2,"Johnson, Mr. Joseph",male,0.4,0,0,357215,45.12,D23,S
2492,0,2,"Clark, Mr. Walter",male,,0,0,382394,27.04,,C
2493,0,3,"Clark, Mr. Walter",male,44.3,0,0,398657,15.84,,S
2494,0,2,"Andersson, Mr. Albert",male,,0,0,250065,20.35,,S
2495,1,3,"Peterson, Mrs. Anna",female,39.0,0,0,107405,16.5,,S
2496,0,3,"Brown, Mr. William",male,17.0,0,0,309278,43.93,,S
2497,0,3,"Jones, Mr. Joseph",male,22.4,1,1,300388,3.6,,S
2498,0,3,"Johnson, Mrs. Ada",female,50.0,0,0,220702,10.96,,S
2499,0,3,"Nilsson, Mr. Charles",male,25.2,0,0,292851,7.25,,S
2500,1,2,"Clark, Mrs. Emma",female,2.8,1,0,217892,17.48,,S
2501,0,3,"Kelly, Mr. Albert",male,28.1,0,0,116779,3.36,,S
2502,1,3,"Miller, Mrs. Florence",female,27.9,0,0,264364,4.81,,C
2503,0,3,"Murphy, Mr. Henry",male,45.8,0,0,181135,4.45,,S
2504,0,3,"Davis, Mr. John",male,,0,1,284666,16.32,,S
2505,0,2,"Miller, Mr. Frank",male,23.1,1,1,343215,16.02,,C
2506,1,1,"Miller, Mrs. Ethel",female,43.6,0,0,193618,14.76,E122,S
2507,1,3,"Clark, Mr. Henry",male,30.7,2,0,231907,2.34,,S
2508,0,2,"Andersson, Mr. Henry",male,18.5,2,0,114732,2.37,F97,C
2509,0,3,"Andersson, Mr. Charles",male,45.2,0,0,299569,9.23,,S
2510,0,3,"Smith, Mrs. Emma",female,31.7,5,0,293260,9.83,,C
2511,1,1,"Murphy, Mrs. Florence",female,29.0,0,0,197867,63.15,,S
2512,0,3,"Taylor, Mrs. Anna",female,31.5,0,0,191728,5.94,,S
2513,1,2,"Moore, Mr. Arthur",male,14.0,0,0,399206,12.25,E91,S
2514,0,3,"O'Brien, Mr. Charles",male,,0,0,277044,9.43,,S
2515,0,3,"O'Brien, Mr. Arthur",male,29.1,0,0,335757,10.74,,S
2516,1,3,"Nilsson, Mrs. Emma",female,26.3,0,1,358228,13.58,,S
2517,1,1,"Williams, Mr. Thomas",male,46.8,1,0,101677,135.57,,S
2518,0,3,"Taylor, Mr. William",male,32.0,1,1,357666,5.44,,C
2519,0,3,"Wilson, Mrs. Rose",female,41.0,0,0,130047,18.44,,C
2520,0,3,"Taylor, Mr. Charles",male,29.1,1,0,289846,6.41,,C
2521,0,3,"Carlsson, Mr. Edward",male,43.8,3,0,195150,16.22,,S
2522,0,1,"Kelly, Mr. Frank",male,34.6,0,0,264100,68.58,,S
2523,1,2,"Williams, Mr. Walter",male,29.2,0,1,343229,65.29,D14,S
2524,0,2,"Clark, Mrs. Margaret",female,28.8,0,0,122522,19.91,,S
2525,0,3,"Jones, Mr. Albert",male,15.6,0,0,283942,19.43,,C
2526,0,2,"Moore, Mr. Charles",male,36.1,0,0,233720,0.71,F43,S
2527,1,2,"Larsson, Mr. Robert",male,28.4,0,0,383607,30.74,,Q
2528,0,3,"Wilson, Mr. Charles",male,22.0,0,0,255580,5.71,,C
2529,0,1,"Sullivan, Mr. Harry",male,44.5,0,0,214354,61.47,,C
2530,0,3,"Wilson, Mr. Charles",male,,0,0,306015,8.0,,S
2531,0,3,"Taylor, Mr. George",male,23.1,0,0,203530,4.03,,C
2532,0,3,"Wilson, Mr. John",male,43.4,0,4,188505,31.68,,Q
2533,0,2,"Larsson, Mr. Edward",male,33.4,0,0,138991,34.97,,C
2534,0,1,"Taylor, Mr. George",male,28.3,0,2,256392,29.54,,S
2535,1,3,"Nilsson, Mrs. Bertha",female,,2,0,212266,4.46,,S
2536,1,3,"Peterson, Mrs. Ethel",female,31.5,0,0,303362,15.86,,S
2537,1,3,"Moore, Mrs. Edith",female,,0,0,348685,20.23,,Q
2538,0,1,"Williams, Mr. James",male,24.1,0,0,240933,66.21,,Q
2539,0,3,"Murphy, Mr. Joseph",male,51.6,1,0,211818,5.99,,S
2540,0,3,"Johnson, Mr. John",male,19.8,1,0,189755,9.33,,C
2541,1,3,"Peterson, Mr. Thomas",male,24.5,0,0,122185,2.0,,Q
2542,0,3,"Nilsson, Mr. Frank",male,21.4,0,0,123987,2.81,,S
2543,0,3,"Smith, Mr. Edward",male,27.8,0,3,212394,21.45,,S
2544,1,3,"Murphy, Mrs. Helen",female,20.8,0,1,237925,6.93,,S
2545,1,1,"Peterson, Mr. John",male,35.8,8,0,121247,61.77,,C
2546,0,3,"Kelly, Mr. Edward",male,31.8,0,0,176848,13.32,,S
2547,1,1,"Taylor, Mrs. Nellie",female,39.8,1,0,154410,61.36,,C
2548,1,2,"Davis, Mr. Thomas",male,14.3,0,0,230368,20.49,,S
2549,1,2,"Andersson, Mrs. Elizabeth",female,24.2,0,0,340921,31.34,,S
2550,0,1,"Kelly, Mrs. Florence",female,25.8,1,0,182587,35.23,,S
2551,0,2,"O'Brien, Mrs. Ada",female,35.4,0,0,348168,32.53,F54,S
2552,1,1,"Taylor, Mr. Thomas",male,17.9,5,0,198975,81.42,,S
2553,1,3,"Jones, Mrs. Alice",female,41.8,0,0,139156,16.44,,S
2554,0,3,"Miller, Mr. George",male,45.6,0,0,133142,20.75,,S
2555,1,1,"Sullivan, Mr. Harry",male,,1,0,262275,73.11,E94,S
2556,0,3,"Murphy, Mr. Thomas",male,22.1,0,2,194193,50.66,,S
2557,0,3,"Moore, Mr. William",male,21.6,0,0,142069,3.86,,S
2558,0,2,"Jones, Mr. Albert",male,65.9,0,0,383315,31.57,,S
2559,0,1,"Smith, Mr. Albert",male,23.0,1,0,202499,40.97,,S
2560,1,3,"Taylor, Mrs. Helen",female,52.5,0,0,346657,13.93,,C
2561,1,3,"Davis, Mrs. Helen",female,11.3,0,0,173416,9.89,,S
2562,1,3,"Kelly, Mrs. Edith",female,15.1,0,1,142219,9.41,,S
2563,0,1,"Nilsson, Mr. George",male,19.4,0,0,184157,53.83,,Q
2564,1,1,"Larsson, Mrs. Rose",female,17.2,2,0,109884,100.19,,C
2565,0,2,"Andersson, Mr. George",male,25.2,0,0,230258,7.2,,S
2566,1,2,"Smith, Mrs. Ethel",female,19.1,1,1,176277,9.5,,S
2567,1,2,"Brown, Mrs. Edith",female,17.5,0,0,100377,6.6,,C
2568,1,2,"O'Brien, Mr. James",male,45.2,1,0,143995,45.08,,C
2569,1,3,"Kelly, Mrs. Anna",female,46.1,1,0,194056,19.31,,S
2570,1,3,"Johnson, Mr. Robert",male,42.3,2,0,141496,6.64,,S
2571,0,2,"Brown, Mr. Edward",male,36.3,0,0,352764,23.36,,S
2572,0,3,"Larsson, Mr. Harry",male,30.3,0,0,176792,4.55,,S
2573,0,2,"Williams, Mr. Albert",male,22.0,0,1,263773,16.94,,Q
2574,1,3,"Larsson, Mrs. Margaret",female,15.7,0,3,247936,8.88,,S
2575,1,2,"Smith, Mr. Edward",male,34.1,0,0,159012,13.12,,S
2576,0,3,"Jones, Mr. Walter",male,12.6,3,0,345885,7.67,,Q
2577,0,3,"Williams, Mr. Charles",male,15.1,0,0,304099,49.41,,S
2578,1,3,"O'Brien, Mrs. Margaret",female,45.1,5,0,184696,17.85,,S
2579,1,2,"Smith, Mrs. Margaret",female,,0,0,244415,59.81,,S
2580,0,3,"Davis, Mrs. Anna",female,34.5,1,1,252333,7.37,,S
2581,1,1,"Clark, Mrs. Margaret",female,,0,0,399482,28.49,,C
2582,1,3,"Wilson, Mr. Arthur",male,25.6,0,2,360441,13.29,,S
2583,0,3,"Andersson, Mr. John",male,,4,1,234334,11.31,,S
2584,0,2,"Larsson, Mr. George",male,37.6,0,1,293659,26.67,,S
2585,0,3,"Murphy, Mr. Robert",male,37.0,2,0,192445,21.67,,C
2586,1,3,"Johnson, Mrs. Alice",female,30.0,1,0,147308,1.72,,S
2587,0,1,"Clark, Mr. James",male,25.6,0,0,149631,254.55,B143,S
2588,1,3,"Davis, Mrs. Clara",female,42.5,2,0,124820,13.73,,C
2589,1,2,"Johnson, Mr. Joseph",male,15.2,0,0,186698,25.45,,Q
2590,0,3,"Nilsson, Mr. Albert",male,18.2,1,0,356180,30.49,,C
2591,0,3,"Smith, Mr. James",male,14.9,0,0,148412,5.64,,S
2592,1,3,"Wilson, Mrs. Nellie",female,30.2,1,0,287862,10.24,,S
2593,1,3,"Wilson, Mrs. Helen",female,,0,0,353083,4.22,,S
2594,0,3,"Clark, Mrs. Emma",female,19.4,0,0,180251,4.88,,C
2595,0,1,"Miller, Mr. Harry",male,19.1,0,0,161382,133.32,,C
2596,1,3,"Jones, Mrs. Anna",female,25.4,0,0,250514,28.28,,Q
2597,0,2,"Kelly, Mr. Arthur",male,8.2,0,1,342864,4.0,,C
2598,0,3,"Williams, Mr. William",male,30.2,0,0,206999,14.41,,S
2599,1,2,"Peterson, Mrs. Ada",female,46.5,0,0,256761,36.24,,C
2600,0,1,"Andersson, Mr. Harry",male,30.9,0,0,265619,128.33,B72,C
2601,1,3,"Sullivan, Mrs. Margaret",female,,0,0,331706,12.3,,C
2602,0,1,"Clark, Mr. James",male,47.7,0,0,395352,87.77,,Q
2603,0,3,"Smith, Mr. Walter",male,39.9,0,4,118075,14.6,,S
2604,1,2,"Peterson, Mrs. Mary",female,,0,0,243469,20.59,,S
2605,1,1,"Peterson, Mr. John",male,29.3,1,0,361533,97.92,,S
2606,1,3,"Miller, Mrs. Clara",female,39.7,1,0,298443,9.47,,S
2607,0,1,"Davis, Mr. Joseph",male,23.5,0,0,162006,240.04,,S
2608,0,2,"Sullivan, Mr. James",male,2.6,2,1,117402,8.37,,Q
2609,0,3,"Carlsson, Mr. James",male,35.9,0,0,297719,25.26,,Q
2610,0,1,"Smith, Mr. Arthur",male,13.2,1,4,392800,39.23,,C
2611,1,3,"Williams, Mr. Albert",male,15.5,0,0,399930,16.58,,S
2612,1,1,"Sullivan, Mr. Edward",male,29.0,0,1,374048,40.01,,S
2613,1,2,"Davis, Mrs. Mary",female,27.7,2,0,366761,23.82,,S
2614,0,3,"Peterson, Mr. Albert",male,,1,0,343780,10.82,,S
2615,0,2,"Murphy, Mr. William",male,31.3,0,0,172072,27.55,,S
2616,0,1,"Sullivan, Mr. Edward",male,42.5,0,0,164796,36.51,,C
2617,1,2,"Murphy, Mr. James",male,13.2,0,0,297121,8.76,,S
2618,1,2,"O'Brien, Mrs. Alice",female,46.8,0,0,328365,50.46,,S
2619,1,3,"Clark, Mrs. Anna",female,,2,0,262365,9.87,,S
2620,1,2,"Brown, Mr. Thomas",male,58.6,0,0,290724,22.44,,Q
2621,0,3,"Jones, Mrs. Edith",female,23.2,0,0,257047,2.46,,C
2622,0,3,"Johnson, Mr. Joseph",male,,0,0,387270,11.85,,Q
2623,0,2,"Taylor, Mr. George",male,2.5,0,0,166710,12.05,,C
2624,0,3,"Carlsson, Mrs. Ethel",female,28.1,0,0,176027,37.64,,S
2625,0,2,"O'Brien, Mr. Henry",male,32.2,2,0,237713,11.52,,Q
2626,0,3,"Davis, Mrs. Alice",female,27.8,0,2,285749,38.05,,S
2627,1,1,"Kelly, Mrs. Margaret",female,21.1,1,0,340580,45.76,,S
2628,0,3,"O'Brien, Mr. Robert",male,15.7,0,2,151955,17.32,,S
2629,1,3,"Wilson, Mrs. Mary",female,,0,0,256811,33.88,,C
2630,1,2,"Murphy, Mrs. Nellie",female,29.4,0,0,245420,15.24,F105,Q
2631,0,3,"Williams, Mr. Thomas",male,50.6,0,0,321817,32.57,,S
2632,0,3,"Kelly, Mr. Robert",male,21.6,1,0,375335,20.77,,S
2633,1,1,"Sullivan, Mr. Henry",male,22.9,0,0,181517,72.15,,Q
2634,1,1,"Larsson, Mrs. Florence",female,40.4,0,0,327547,95.6,B107,S
2635,1,3,"Miller, Mrs. Rose",female,6.3,0,0,239939,28.3,,C
2636,0,3,"Johnson, Mr. John",male,12.0,0,2,314330,14.97,,S
2637,0,3,"Moore, Mr. Henry",male,,1,3,224653,3.46,,S
2638,0,3,"Andersson, Mr. Henry",male,12.6,0,0,281723,20.82,,S
2639,0,3,"Peterson, Mr. Robert",male,3.5,1,0,123651,21.39,,S
2640,0,3,"Sullivan, Mr. William",male,,1,0,348209,14.59,,C
2641,1,2,"Moore, Mr. John",male,9.5,0,0,163317,11.33,,Q
2642,0,1,"Williams, Mr. John",male,,0,0,296240,122.44,C64,S
2643,0,3,"Kelly, Mr. Joseph",male,30.0,1,0,214772,4.16,,C
2644,0,3,"Clark, Mr. Robert",male,0.4,1,1,315254,15.42,,C
2645,1,1,"Johnson, Mr. Walter",male,25.3,0,0,215903,91.33,,S
2646,0,2,"Kelly, Mrs. Anna",female,35.3,0,0,216379,18.13,,S
2647,0,3,"O'Brien, Mr. John",male,34.0,0,1,113531,24.83,,S
2648,1,3,"Wilson, Mr. Henry",male,41.6,0,0,193776,8.62,,S
2649,0,2,"Williams, Mr. Charles",male,23.6,0,0,366578,8.03,,S
